web_scraper_order,web_scraper_start_url,annonce,titre,prix,adresse,image
"1768056738-454","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-coton-pour-enfants-5532289","Lacoste coton pour enfants de 3ans à 16ans","3 500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5549305_uploaded_image1_1759186714.jpg"
"1768056741-455","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-jeans-5532285","Pantalon jeans","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5532285_uploaded_image1_1758208106.jpg"
"1768056743-456","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-coton-pour-enfants-de-3ans-a-16ans-5549305","","","",""
"1768056746-457","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-coton-pour-enfants-de-3ans-7ans-5549301","Ensemble coton pour enfants de 3ans 7ans","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5549301_uploaded_image1_1759186593.jpg"
"1768056748-458","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetements-5550798","Sous vetement enfant","1 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1768056750-459","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-5657313","Robe brodée","6 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5657323_uploaded_image1_1764934741.jpg"
"1768056753-460","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-lin-5657317","Robe lin","6 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5657317_uploaded_image1_1764934579.jpg"
"1768056755-461","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-brodee-5657323","Robe brodée","6 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5657323_uploaded_image1_1764934741.jpg"
"1768056758-462","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/blousons-enfants-5662807","Blousons enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5662807_uploaded_image1_1765242466.jpg"
"1768056760-463","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/3-bavoirs-bandana-5664243","3 bavoirs bandana","10 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5664243_uploaded_image1_1765306309.jpg"
"1768056762-464","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/pulls-et-sweat-shirt-enfants-4-ans-5677797","Pulls et sweat-shirt enfants 4 ans","1 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5677797_uploaded_image1_1766001882.jpg"
"1768056766-465","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/emsemble-coton-pour-enfants-5636847","Emsemble coton pour enfants","7 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5636847_uploaded_image1_1763913261.jpg"
"1768056768-466","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-pour-enfants-original-5636849","Pantalon pour enfants original","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5636849_uploaded_image1_1763913455.jpg"
"1768056771-467","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-5693218","Friperie enfants","3 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5693218_uploaded_image1_1766931703.jpg"
"1768056773-468","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-blouson-bebe-et-enfant-5695010","","","",""
"1768056775-469","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/djallaba-enfant-5700235","Djallaba enfant","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5700235_uploaded_image1_1767387346.jpg"
"1768056778-470","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-senegal-enfant-5708663","Maillot Sénégal enfant","6 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5708663_uploaded_image1_1767803374.jpg"
"1768056780-471","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-original-5688318","Blouson pour enfants original","8 500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5688318_uploaded_image1_1766596541.jpg"
"1768056788-472","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adizero-5552006","Baskets Adidas adizero","27 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5552010_uploaded_image1_1759307377.jpg"
"1768056791-473","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adizero-5552010","Baskets Adidas adizero","27 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5552010_uploaded_image1_1759307377.jpg"
"1768056793-474","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-fresh-foam-5552449","Baskets New Balance fresh foam","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5552446_uploaded_image1_1759318432.jpg"
"1768056795-475","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-fresh-foam-5552446","Baskets New Balance fresh foam","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5552446_uploaded_image1_1759318432.jpg"
"1768056800-476","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asic-1130-5571618","Baskets Asic 1130","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656446_uploaded_image1_1764880658.jpg"
"1768056802-477","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-max-95-5567806","Baskets Air Max 95","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656457_uploaded_image1_1764881079.jpg"
"1768056805-478","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-5567803","Baskets Nike TN","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656485_uploaded_image1_1764881869.jpg"
"1768056807-479","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-rm-5567808","Baskets Jordan 4 RM","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5567808_uploaded_image1_1760100111.jpg"
"1768056810-480","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/balanciaga-3xl-5552640","Balanciaga 3XL","27 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5552640_uploaded_image1_1759323253.jpg"
"1768056812-481","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-vans-knu-scool-5552664","Baskets Vans knu scool","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5552664_uploaded_image1_1759323810.jpg"
"1768056815-482","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-yeezy-700-v2-5552657","Baskets Yeezy 700 v2","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5552657_uploaded_image1_1759323687.jpg"
"1768056818-483","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-reebok-5552649","Baskets  Reebok","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5552649_uploaded_image1_1759323592.jpg"
"1768056821-484","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-louis-vuitton-5552643","Baskets Louis vuitton","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656538_uploaded_image1_1764883544.jpg"
"1768056824-485","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-crampon-phantom-5552695","Baskets Crampon phantom","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5552695_uploaded_image1_1759324410.jpg"
"1768056827-486","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-tn-full-black-5581215","Chaussures TN full Black","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5581215_uploaded_image1_1760883280.jpg"
"1768056829-487","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-zoom-running-5581224","Chaussures Nike zoom running","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5581224_uploaded_image1_1760883477.jpg"
"1768056832-488","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adistar-5577775","Baskets Adidas adistar","18 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5577775_uploaded_image1_1760656709.jpg"
"1768056834-489","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-1000-5582640","Baskets New Balance 1000","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5664664_uploaded_image1_1765321021.jpg"
"1768056837-490","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-superstar-5587686","Baskets Adidas superstar","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5587688_uploaded_image1_1761224531.jpg"
"1768056840-491","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-superstar-5587688","Baskets Adidas superstar","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5587688_uploaded_image1_1761224531.jpg"
"1768056843-492","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5595866","Sandales homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713963_uploaded_image1_1768047987.jpg"
"1768056845-493","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-cuir-5595893","Sandales en cuir","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5595893_uploaded_image1_1761763941.jpg"
"1768056849-494","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5557732","Baskets New Balance","25 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5557732_uploaded_image1_1759538261.jpg"
"1768056852-495","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-all-star-5599179","Baskets All Star","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5599179_uploaded_image1_1761936293.jpg"
"1768056854-496","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/bottes-homme-5600232","Bottes homme","28 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5600232_uploaded_image1_1762007958.jpg"
"1768056857-497","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600233","Chaussures  homme","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702353_uploaded_image1_1767523599.jpg"
"1768056859-498","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600236","Chaussures  homme","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702353_uploaded_image1_1767523599.jpg"
"1768056862-499","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600240","Chaussures  homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5709007_uploaded_image1_1767816836.jpg"
"1768056864-500","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-bouts-5600244","Chaussures bouts","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5600244_uploaded_image1_1762008703.jpg"
"1768056867-501","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5600246","Mocassins homme","14 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5681879_uploaded_image1_1766220813.jpg"
"1768056870-502","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600252","Chaussures  homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5709007_uploaded_image1_1767816836.jpg"
"1768056872-503","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5603000","Baskets Adidas Spezial","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5686382_uploaded_image1_1766491684.jpg"
"1768056875-504","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5603314","Chaussures hommes","12 000 CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702941_uploaded_image1_1767550946.jpg"
"1768056878-505","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5604075","Baskets New Balance","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5662321_uploaded_image1_1765216328.jpg"
"1768056881-506","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-tn-5604077","Baskets Nike TN","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656485_uploaded_image1_1764881869.jpg"
"1768056884-507","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5604084","Baskets New Balance","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5662321_uploaded_image1_1765216328.jpg"
"1768056886-508","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-alexandre-mc-queen-5607540","Sandales Alexandre MC Queen","5 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5607540_uploaded_image1_1762380090.jpg"
"1768056889-509","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5608086","Chaussures  homme","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702353_uploaded_image1_1767523599.jpg"
"1768056891-510","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5608405","Chaussures  homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5709007_uploaded_image1_1767816836.jpg"
"1768056895-511","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5608889","Chaussures homme","10 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5668243_uploaded_image1_1765485052.jpg"
"1768056897-512","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5609229","Chaussures  homme","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702353_uploaded_image1_1767523599.jpg"
"1768056900-513","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5609232","Chaussures  homme","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702353_uploaded_image1_1767523599.jpg"
"1768056902-514","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5610109","Chaussures  homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5709007_uploaded_image1_1767816836.jpg"
"1768056905-515","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sneakers-homme-5610449","Sneakers homme","15 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5610449_uploaded_image1_1762521706.jpg"
"1768056907-516","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-5610456","Chaussures en cuir","16 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5610456_uploaded_image1_1762521928.jpg"
"1768056910-517","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sandale-orthopedique-birkenstock-5569336","Sandale Orthopédique Birkenstock","29 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5569336_uploaded_image1_1760194310.jpg"
"1768056913-518","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-5613411","Baskets Nike","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5613411_uploaded_image1_1762726719.jpg"
"1768056916-519","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5616009","Tapettes homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5618783_uploaded_image1_1762964858.jpg"
"1768056919-520","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5616251","Tapettes homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5618783_uploaded_image1_1762964858.jpg"
"1768056922-521","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/balenciaga-5618425","Balenciaga","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5618425_uploaded_image1_1762956121.jpg"
"1768056924-522","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5618698","Babouches  homme","10 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5619673_uploaded_image1_1763023060.jpg"
"1768056927-523","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5618775","Tapettes homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5618783_uploaded_image1_1762964858.jpg"
"1768056929-524","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/tapettes-homme-5618783","Tapettes homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5618783_uploaded_image1_1762964858.jpg"
"1768056932-525","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5619673","Babouches  homme","10 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5619673_uploaded_image1_1763023060.jpg"
"1768056935-526","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5621182","Chaussures  homme","16 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5686359_uploaded_image1_1766491043.jpg"
"1768056937-527","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hugo-boss-5622144","Chaussures Hugo Boss","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5622144_uploaded_image1_1763141369.jpg"
"1768056940-528","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5623102","Chaussures homme","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5663585_uploaded_image1_1765284255.jpg"
"1768056943-529","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-pour-homme-5624803","Chaussures en cuir pour homme","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5624803_uploaded_image1_1763314804.jpg"
"1768056945-530","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5625915","Chaussures  homme","15 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5625915_uploaded_image1_1763379573.jpg"
"1768056948-531","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5627951","Sandales homme","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5627951_uploaded_image1_1763472221.jpg"
"1768056951-532","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-daim-zara-5630025","Chaussures en daim Zara","25 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5630025_uploaded_image1_1763560555.jpg"
"1768056953-533","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asics-5630752","Baskets Asics","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5630752_uploaded_image1_1763589625.jpg"
"1768056955-534","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5637204","Chaussures homme","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5663585_uploaded_image1_1765284255.jpg"
"1768056958-535","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640219","Chaussures  homme","16 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5686359_uploaded_image1_1766491043.jpg"
"1768056961-536","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640258","Chaussures hommes","12 000 CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702941_uploaded_image1_1767550946.jpg"
"1768056963-537","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640260","Chaussures hommes","12 000 CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702941_uploaded_image1_1767550946.jpg"
"1768056966-538","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640318","Chaussures homme","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5663585_uploaded_image1_1765284255.jpg"
"1768056968-539","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640323","Chaussures homme","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5663585_uploaded_image1_1765284255.jpg"
"1768056971-540","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5642098","Chaussures homme","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5663585_uploaded_image1_1765284255.jpg"
"1768056973-541","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-avec-chapeau-5646401","Chaussures avec chapeau","8 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5646405_uploaded_image1_1764371847.jpg"
"1768056976-542","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-avec-chapeau-5646405","Chaussures avec chapeau","8 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5646405_uploaded_image1_1764371847.jpg"
"1768056978-543","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-friperie-5647291","Chaussures Friperie","4 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5647291_uploaded_image1_1764432742.jpg"
"1768056981-544","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louis-vuitton-5653840","Chaussures Louis Vuitton","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5653840_uploaded_image1_1764763564.jpg"
"1768056983-545","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nocta-5653847","Baskets Nocta","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5653847_uploaded_image1_1764763835.jpg"
"1768056986-546","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654945","Chaussures  homme","16 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5686359_uploaded_image1_1766491043.jpg"
"1768056988-547","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654962","Chaussures  homme","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702353_uploaded_image1_1767523599.jpg"
"1768056991-548","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654964","Chaussures  homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5709007_uploaded_image1_1767816836.jpg"
