web_scraper_order,web_scraper_start_url,annonce,titre,prix,adresse,image
"1768055997-250","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-4511870","Blouson enfant","5 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4511874_uploaded_image1_1703350100.jpg"
"1768056000-251","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-4511874","Blouson enfant","5 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4511874_uploaded_image1_1703350100.jpg"
"1768056002-252","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-4513354","Friperie enfants","3 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5693218_uploaded_image1_1766931703.jpg"
"1768056005-253","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-4516547","Friperie enfants","3 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5693218_uploaded_image1_1766931703.jpg"
"1768056007-254","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-4517974","Friperie enfants","3 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5693218_uploaded_image1_1766931703.jpg"
"1768056010-255","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/pull-pour-enfant-4522837","Pull enfant avec capuche","5 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4522850_uploaded_image1_1704190687.jpg"
"1768056012-256","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/pull-enfant-avec-capuche-4522850","Pull enfant avec capuche","5 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4522850_uploaded_image1_1704190687.jpg"
"1768056015-257","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-fille-4527014","Blouson pour fille","6 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4527014_uploaded_image1_1704375688.jpg"
"1768056017-258","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-blouson-pour-fille-4538922","Ensemble blouson pour fille","4 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4577293_uploaded_image1_1707012822.jpg"
"1768056019-259","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfant-4-15-ans-4505009","Blouson pour enfant 4 - 15 ans","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4505009_uploaded_image1_1702930372.jpg"
"1768056022-260","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4510416","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1768056024-261","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4510412","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1768056027-262","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4512928","Ensemble enfant","9 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4773123_uploaded_image1_1717195531.jpg"
"1768056029-263","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4519620","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1768056032-264","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4571564","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1768056034-265","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4571570","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1768056036-266","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4571573","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1768056039-267","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-blouson-pour-fille-4577293","Ensemble blouson pour fille","4 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4577293_uploaded_image1_1707012822.jpg"
"1768056041-268","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-bebe-4585357","","","",""
"1768056044-269","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-0-9-mois-4588746","","","",""
"1768056046-270","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfants-4556181","Blouson pour enfants original","8 500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5688318_uploaded_image1_1766596541.jpg"
"1768056049-271","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-friperie-4604378","Pantalon  enfant","100 000 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528006_uploaded_image1_1758017811.jpg"
"1768056051-272","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-friperie-enfants-4604379","Pantalon  enfant","100 000 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528006_uploaded_image1_1758017811.jpg"
"1768056055-273","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-friperie-enfants-4604385","Pantalon  enfant","100 000 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528006_uploaded_image1_1758017811.jpg"
"1768056058-274","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-friperie-enfants-4604387","Pantalon  enfant","100 000 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528006_uploaded_image1_1758017811.jpg"
"1768056061-275","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-4606506","","","",""
"1768056087-276","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4607426","","","",""
"1768056125-277","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-4623032","","","",""
"1768056136-278","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4600865","","","",""
"1768056140-279","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4600870","Djellaba enfant","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg"
"1768056143-280","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-4651732","Robe pour fille","4 500 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4886076_uploaded_image1_1723220872.jpg"
"1768056145-281","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robe-femme-4652500","Robe femme","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4652500_uploaded_image1_1711013502.jpg"
"1768056148-282","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4608935","Djellaba enfant","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg"
"1768056151-283","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/pack-jelleba-pour-enfant-4655936","Pack Jelleba pour enfant","15 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4655936_uploaded_image1_1711198926.jpg"
"1768056153-284","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/silip-enfants-4672209","Silip enfants","2 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4672209_uploaded_image1_1712088527.jpg"
"1768056155-285","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4676613","Djellaba enfants","20 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676613_uploaded_image1_1712271072.jpg"
"1768056158-286","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4677506","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg"
"1768056160-287","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4639590","Djellaba enfant","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg"
"1768056163-288","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4639600","Djellaba enfant","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg"
"1768056165-289","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4686563","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg"
"1768056168-290","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4686576","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg"
"1768056170-291","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4686588","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg"
"1768056173-292","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4686597","Robe enfant","5 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686601_uploaded_image1_1712843423.jpg"
"1768056176-293","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4686601","Robe enfant","5 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686601_uploaded_image1_1712843423.jpg"
"1768056178-294","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4643810","Ensemble coton pour enfants de 3ans 7ans","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5549301_uploaded_image1_1759186593.jpg"
"1768056181-295","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4645145","Djellaba enfant","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg"
"1768056186-296","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4645364","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1768056189-297","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4651598","Ensemble 3 pièces enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4669732_uploaded_image1_1711987098.jpg"
"1768056191-298","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4651640","Djellaba enfant","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg"
"1768056193-299","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robe-turquie-enfants-4653806","Robe Turquie  enfants","7 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4653806_uploaded_image1_1711066086.jpg"
"1768056196-300","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/pantalons-enfant-4659691","Pantalon pour enfants original","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5636849_uploaded_image1_1763913455.jpg"
"1768056199-301","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-4659694","Ensemble coton pour enfants de 3ans 7ans","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5549301_uploaded_image1_1759186593.jpg"
"1768056202-302","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1768056204-303","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-enfants-4659695","Ensemble robe enfants","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659695_uploaded_image1_1711411505.jpg"
"1768056207-304","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1768056209-305","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-basin-et-brode-4667136","Robes basine et brodé enfant","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg"
"1768056211-306","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robes-basine-et-brode-enfant-4667139","Robes basine et brodé enfant","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg"
"1768056214-307","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robes-en-basin-enfants-4667140","Robes en basin enfants","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667140_uploaded_image1_1711815203.jpg"
"1768056216-308","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155","Robes enfants","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667155_uploaded_image1_1711816360.jpg"
"1768056219-309","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-maillot-de-bain-4709459","Ensemble maillot de bain","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709459_uploaded_image1_1713994419.jpg"
"1768056221-310","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-crop-top-4709483","Ensemble crop top","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709483_uploaded_image1_1713995121.jpg"
"1768056223-311","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-petit-garcon-4709506","Ensemble petit garçon","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709506_uploaded_image1_1713995931.jpg"
"1768056226-312","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224","Robe enfant","6 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4666224_uploaded_image1_1711745782.jpg"
"1768056229-313","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1768056232-314","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/slips-pour-enfants-2-8-ans-4668016","Slips pour enfants 2 - 8 ans","6 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4668016_uploaded_image1_1711892538.jpg"
"1768056234-315","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1768056243-316","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4669732","Ensemble 3 pièces enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4669732_uploaded_image1_1711987098.jpg"
"1768056246-317","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799","Djellaba enfants","15 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682806_uploaded_image1_1712615672.jpg"
"1768056248-318","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804","Djellaba enfants","15 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682806_uploaded_image1_1712615672.jpg"
"1768056251-319","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806","Djellaba enfants","15 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682806_uploaded_image1_1712615672.jpg"
"1768056253-320","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4683616","Djellaba enfant","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg"
"1768056255-321","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4743643","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg"
"1768056258-322","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4750299","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1768056261-323","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/slip-enfant-4766856","Slip enfant","2 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4766856_uploaded_image1_1716912176.jpg"
"1768056264-324","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4770789","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1768056266-325","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4730553","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1768056269-326","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4783648","Robe enfant","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5364583_uploaded_image1_1749330317.jpg"
"1768056271-327","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bas-4775846","Ensemble bas large fille 10 - 14 ans","12 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4775932_uploaded_image1_1717369632.jpg"
"1768056274-328","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bas-4775865","Ensemble bas large fille 10 - 14 ans","12 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4775932_uploaded_image1_1717369632.jpg"
"1768056276-329","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robes-brode-4775869","Robe brodé","10 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787486_uploaded_image1_1717947693.jpg"
"1768056278-330","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-coton-fille-2-5-ans-4775884","Robe coton fille 2 - 5 ans","6 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4775884_uploaded_image1_1717367280.jpg"
"1768056308-331","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-en-coton-9-24-mois-4775887","","","",""
"1768056312-332","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-coton-fille-4775892","","","",""
"1768056321-333","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-anniversaire-ou-ceremonie-4775993","Robe anniversaire ou cérémonie","15 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4775997_uploaded_image1_1717372054.jpg"
"1768056323-334","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-anniversaire-ou-ceremonie-4775997","Robe anniversaire ou cérémonie","15 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4775997_uploaded_image1_1717372054.jpg"
"1768056326-335","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4773123","","","",""
"1768056328-336","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/couverture-bebe-4782346","","","",""
"1768056330-337","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-brode-4787486","Robe brodé","10 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787486_uploaded_image1_1717947693.jpg"
"1768056333-338","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-4788092","Ensemble 3  pièces","15 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4788092_uploaded_image1_1717977175.jpg"
"1768056335-339","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robes-princesse-4804282","Robe princesse","17 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804290_uploaded_image1_1718982555.jpg"
"1768056338-340","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-princesse-4804290","Robe princesse","17 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804290_uploaded_image1_1718982555.jpg"
"1768056341-341","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/slips-pour-enfants-4811384","Slips pour enfants","7 500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4811384_uploaded_image1_1719393861.jpg"
"1768056343-342","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/cuissards-4881948","Cuissards","210 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4881948_uploaded_image1_1723028512.jpg"
"1768056345-343","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/pyjama-enfant-en-coton-4882618","Pyjama enfant en coton","2 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4882618_uploaded_image1_1723046965.jpg"
"1768056348-344","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-garcon-4885315","Ensemble pour garçon","4 500 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885315_uploaded_image1_1723192524.jpg"
"1768056350-345","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-de-garcon-4885328","","","",""
"1768056353-346","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-4885783","Robe pour fille","4 500 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4886076_uploaded_image1_1723220872.jpg"
"1768056356-347","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-fille-4886076","Robe pour fille","4 500 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4886076_uploaded_image1_1723220872.jpg"
"1768056358-348","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/body-pour-bebe-de-0-24mois-4877371","","","",""
"1768056360-349","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-de-0-24-mois-4877415","","","",""
